45,Arathi Highlands,World of Warcraft,Eastern Kingdoms,0,ZONE
3,Badlands,World of Warcraft,Eastern Kingdoms,0,ZONE
25,Blackrock Mountain,World of Warcraft,Eastern Kingdoms,0,ZONE
4,Blasted Lands,World of Warcraft,Eastern Kingdoms,0,ZONE
46,Burning Steppes,World of Warcraft,Eastern Kingdoms,0,ZONE
41,Deadwind Pass,World of Warcraft,Eastern Kingdoms,0,ZONE
1,Dun Morogh,World of Warcraft,Eastern Kingdoms,0,ZONE
10,Duskwood,World of Warcraft,Eastern Kingdoms,0,ZONE
139,Eastern Plaguelands,World of Warcraft,Eastern Kingdoms,0,ZONE
12,Elwynn Forest,World of Warcraft,Eastern Kingdoms,0,ZONE
3430,Eversong Woods,The Burning Crusade,Eastern Kingdoms,0,ZONE
3433,Ghostlands,The Burning Crusade,Eastern Kingdoms,0,ZONE
267,Hillsbrad Foothills,World of Warcraft,Eastern Kingdoms,0,ZONE
1537,Ironforge,World of Warcraft,Eastern Kingdoms,0,ZONE
4080,Isle of Quel'Danas,The Burning Crusade,Eastern Kingdoms,0,ZONE
38,Loch Modan,World of Warcraft,Eastern Kingdoms,0,ZONE
33,Northern Stranglethorn,World of Warcraft,Eastern Kingdoms,0,ZONE
44,Redridge Mountains,World of Warcraft,Eastern Kingdoms,0,ZONE
51,Searing Gorge,World of Warcraft,Eastern Kingdoms,0,ZONE
3487,Silvermoon City,The Burning Crusade,Eastern Kingdoms,0,ZONE
130,Silverpine Forest,World of Warcraft,Eastern Kingdoms,0,ZONE
1519,Stormwind City,World of Warcraft,Eastern Kingdoms,0,ZONE
5339,Stranglethorn Vale,World of Warcraft,Eastern Kingdoms,0,ZONE
8,Swamp of Sorrows,World of Warcraft,Eastern Kingdoms,0,ZONE
5287,The Cape of Stranglethorn,World of Warcraft,Eastern Kingdoms,0,ZONE
47,The Hinterlands,World of Warcraft,Eastern Kingdoms,0,ZONE
85,Tirisfal Glades,World of Warcraft,Eastern Kingdoms,0,ZONE
1497,Undercity,World of Warcraft,Eastern Kingdoms,0,ZONE
28,Western Plaguelands,World of Warcraft,Eastern Kingdoms,0,ZONE
40,Westfall,World of Warcraft,Eastern Kingdoms,0,ZONE
11,Wetlands,World of Warcraft,Eastern Kingdoms,0,ZONE
331,Ashenvale,World of Warcraft,Kalimdor,0,ZONE
16,Azshara,World of Warcraft,Kalimdor,0,ZONE
3524,Azuremyst Isle,The Burning Crusade,Kalimdor,0,ZONE
3525,Bloodmyst Isle,The Burning Crusade,Kalimdor,0,ZONE
148,Darkshore,World of Warcraft,Kalimdor,0,ZONE
1657,Darnassus,World of Warcraft,Kalimdor,0,ZONE
405,Desolace,World of Warcraft,Kalimdor,0,ZONE
14,Durotar,World of Warcraft,Kalimdor,0,ZONE
15,Dustwallow Marsh,World of Warcraft,Kalimdor,0,ZONE
361,Felwood,World of Warcraft,Kalimdor,0,ZONE
357,Feralas,World of Warcraft,Kalimdor,0,ZONE
876,GM Island,World of Warcraft,Kalimdor,0,ZONE
493,Moonglade,World of Warcraft,Kalimdor,0,ZONE
215,Mulgore,World of Warcraft,Kalimdor,0,ZONE
17,Northern Barrens,World of Warcraft,Kalimdor,0,ZONE
1637,Orgrimmar,World of Warcraft,Kalimdor,0,ZONE
1377,Silithus,World of Warcraft,Kalimdor,0,ZONE
4709,Southern Barrens,World of Warcraft,Kalimdor,0,ZONE
406,Stonetalon Mountains,World of Warcraft,Kalimdor,0,ZONE
440,Tanaris,World of Warcraft,Kalimdor,0,ZONE
141,Teldrassil,World of Warcraft,Kalimdor,0,ZONE
3557,The Exodar,The Burning Crusade,Kalimdor,0,ZONE
457,The Veiled Sea,World of Warcraft,Kalimdor,0,ZONE
400,Thousand Needles,World of Warcraft,Kalimdor,0,ZONE
1638,Thunder Bluff,World of Warcraft,Kalimdor,0,ZONE
490,Un'Goro Crater,World of Warcraft,Kalimdor,0,ZONE
618,Winterspring,World of Warcraft,Kalimdor,0,ZONE
2257,Deeprun Tram,World of Warcraft,Eastern Kingdoms,0,UNKNOWN
719,Blackfathom Deeps,World of Warcraft,Kalimdor,331,DUNGEON
1584,Blackrock Depths,World of Warcraft,Eastern Kingdoms,46,DUNGEON
1583,Blackrock Spire,World of Warcraft,Eastern Kingdoms,46,DUNGEON
2557,Dire Maul,World of Warcraft,Kalimdor,357,DUNGEON
721,Gnomeregan,World of Warcraft,Eastern Kingdoms,1,DUNGEON
2100,Maraudon,World of Warcraft,Kalimdor,405,DUNGEON
2437,Ragefire Chasm,World of Warcraft,Kalimdor,1637,DUNGEON
722,Razorfen Downs,World of Warcraft,Kalimdor,400,DUNGEON
491,Razorfen Kraul,World of Warcraft,Kalimdor,4709,DUNGEON
2017,Stratholme,World of Warcraft,Eastern Kingdoms,139,DUNGEON
1477,Sunken Temple,World of Warcraft,Eastern Kingdoms,8,DUNGEON
717,The Stockade,World of Warcraft,Eastern Kingdoms,1519,DUNGEON
1337,Uldaman,World of Warcraft,Eastern Kingdoms,3,DUNGEON
718,Wailing Caverns,World of Warcraft,Kalimdor,17,DUNGEON
1176,Zul'Farrak,World of Warcraft,Kalimdor,440,DUNGEON
2677,Blackwing Lair,World of Warcraft,Eastern Kingdoms,46,RAID
2717,Molten Core,World of Warcraft,Eastern Kingdoms,46,RAID
3429,Ruins of Ahn'Qiraj,World of Warcraft,Kalimdor,1377,RAID
3428,Temple of Ahn'Qiraj,World of Warcraft,Kalimdor,1377,RAID
2597,Alterac Valley,World of Warcraft,Eastern Kingdoms,0,BATTLEGROUND
3358,Arathi Basin,World of Warcraft,Eastern Kingdoms,0,BATTLEGROUND
3277,Warsong Gulch,World of Warcraft,Kalimdor,0,BATTLEGROUND
209,Shadowfang Keep,World of Warcraft,Eastern Kingdoms,130,DUNGEON
1581,The Deadmines,World of Warcraft,Eastern Kingdoms,40,DUNGEON
3702,Blade's Edge Arena (Blade's Edge Arena),The Burning Crusade,Outland,0,UNKNOWN
3698,Nagrand Arena (Nagrand Arena),The Burning Crusade,Outland,0,UNKNOWN
3968,Ruins of Lordaeron (Undercity Arena),World of Warcraft,Eastern Kingdoms,0,UNKNOWN
3522,Blade's Edge Mountains,The Burning Crusade,Outland,0,ZONE
3483,Hellfire Peninsula,The Burning Crusade,Outland,0,ZONE
3518,Nagrand,The Burning Crusade,Outland,0,ZONE
3523,Netherstorm,The Burning Crusade,Outland,0,ZONE
3520,Shadowmoon Valley,The Burning Crusade,Outland,0,ZONE
3703,Shattrath City,The Burning Crusade,Outland,0,ZONE
3519,Terokkar Forest,The Burning Crusade,Outland,0,ZONE
3521,Zangarmarsh,The Burning Crusade,Outland,0,ZONE
3959,Black Temple,The Burning Crusade,Outland,3520,RAID
3606,Caverns of Time: Hyjal Summit,The Burning Crusade,Kalimdor,440,RAID
3607,Coilfang Reservoir: Serpentshrine Cavern,The Burning Crusade,Outland,3521,RAID
3923,Gruul's Lair,The Burning Crusade,Outland,3522,RAID
3836,Hellfire Citadel: Magtheridon's Lair,The Burning Crusade,Outland,3483,RAID
3457,Karazhan,The Burning Crusade,Eastern Kingdoms,41,RAID
4075,Sunwell Plateau,The Burning Crusade,Eastern Kingdoms,4080,RAID
3845,Tempest Keep: The Eye,The Burning Crusade,Outland,3523,RAID
3820,Eye of the Storm,The Burning Crusade,Outland,0,BATTLEGROUND
3790,Auchindoun: Auchenai Crypts,The Burning Crusade,Outland,3519,DUNGEON
3792,Auchindoun: Mana-Tombs,The Burning Crusade,Outland,3519,DUNGEON
3791,Auchindoun: Sethekk Halls,The Burning Crusade,Outland,3519,DUNGEON
3789,Auchindoun: Shadow Labyrinth,The Burning Crusade,Outland,3519,DUNGEON
2367,Caverns of Time: Old Hillsbrad Foothills,The Burning Crusade,Kalimdor,440,DUNGEON
2366,Caverns of Time: The Black Morass,The Burning Crusade,Kalimdor,440,DUNGEON
3717,Coilfang Reservoir: The Slave Pens,The Burning Crusade,Outland,3521,DUNGEON
3715,Coilfang Reservoir: The Steamvault,The Burning Crusade,Outland,3521,DUNGEON
3716,Coilfang Reservoir: The Underbog,The Burning Crusade,Outland,3521,DUNGEON
3562,Hellfire Citadel: Hellfire Ramparts,The Burning Crusade,Outland,3483,DUNGEON
3713,Hellfire Citadel: The Blood Furnace,The Burning Crusade,Outland,3483,DUNGEON
3714,Hellfire Citadel: The Shattered Halls,The Burning Crusade,Outland,3483,DUNGEON
4131,Magisters' Terrace,The Burning Crusade,Eastern Kingdoms,4080,DUNGEON
3848,Tempest Keep: The Arcatraz,The Burning Crusade,Outland,3523,DUNGEON
3847,Tempest Keep: The Botanica,The Burning Crusade,Outland,3523,DUNGEON
3849,Tempest Keep: The Mechanar,The Burning Crusade,Outland,3523,DUNGEON
4298,Plaguelands: The Scarlet Enclave,Wrath of the Lich King,Eastern Kingdoms,0,ZONE
3537,Borean Tundra,Wrath of the Lich King,Northrend,0,ZONE
2817,Crystalsong Forest,Wrath of the Lich King,Northrend,0,ZONE
4395,Dalaran,Wrath of the Lich King,Northrend,0,ZONE
65,Dragonblight,Wrath of the Lich King,Northrend,0,ZONE
394,Grizzly Hills,Wrath of the Lich King,Northrend,0,ZONE
495,Howling Fjord,Wrath of the Lich King,Northrend,0,ZONE
4742,Hrothgar's Landing,Wrath of the Lich King,Northrend,0,ZONE
210,Icecrown,Wrath of the Lich King,Northrend,0,ZONE
3711,Sholazar Basin,Wrath of the Lich King,Northrend,0,ZONE
67,The Storm Peaks,Wrath of the Lich King,Northrend,0,ZONE
4197,Wintergrasp,Wrath of the Lich King,Northrend,0,ZONE
66,Zul'Drak,Wrath of the Lich King,Northrend,0,ZONE
4710,Isle of Conquest,Wrath of the Lich King,The Maelstrom,0,BATTLEGROUND
4384,Strand of the Ancients,Wrath of the Lich King,The Maelstrom,0,BATTLEGROUND
4494,Azjol-Nerub: Ahn'kahet: The Old Kingdom,Wrath of the Lich King,Northrend,65,DUNGEON
4277,Azjol-Nerub: Azjol-Nerub,Wrath of the Lich King,Northrend,65,DUNGEON
4100,Caverns of Time: The Culling of Stratholme,Wrath of the Lich King,Kalimdor,440,DUNGEON
4723,Crusaders' Coliseum: Trial of the Champion,Wrath of the Lich King,Northrend,210,DUNGEON
4196,Drak'Tharon Keep,Wrath of the Lich King,Northrend,394,DUNGEON
4416,Gundrak,Wrath of the Lich King,Northrend,66,DUNGEON
4820,Icecrown Citadel: Halls of Reflection,Wrath of the Lich King,Northrend,210,DUNGEON
4813,Icecrown Citadel: Pit of Saron,Wrath of the Lich King,Northrend,210,DUNGEON
4809,Icecrown Citadel: The Forge of Souls,Wrath of the Lich King,Northrend,210,DUNGEON
4265,The Nexus: The Nexus,Wrath of the Lich King,Northrend,3537,DUNGEON
4228,The Nexus: The Oculus,Wrath of the Lich King,Northrend,3537,DUNGEON
4415,The Violet Hold,Wrath of the Lich King,Northrend,4395,DUNGEON
4272,Ulduar: Halls of Lightning,Wrath of the Lich King,Northrend,67,DUNGEON
4264,Ulduar: Halls of Stone,Wrath of the Lich King,Northrend,67,DUNGEON
206,Utgarde Keep: Utgarde Keep,Wrath of the Lich King,Northrend,495,DUNGEON
1196,Utgarde Keep: Utgarde Pinnacle,Wrath of the Lich King,Northrend,495,DUNGEON
4378,Dalaran Arena (Arena),Wrath of the Lich King,Northrend,0,UNKNOWN
4406,The Ring of Valor (Orgrimmar Arena),Cataclysm,Kalimdor,0,UNKNOWN
3456,Naxxramas,Wrath of the Lich King,Northrend,65,RAID
2159,Onyxia's Lair,World of Warcraft,Kalimdor,15,RAID
4500,The Nexus: The Eye of Eternity,Wrath of the Lich King,Northrend,3537,RAID
4273,Ulduar,Wrath of the Lich King,Northrend,67,RAID
4603,Vault of Archavon,Wrath of the Lich King,Northrend,4197,RAID
4493,Wyrmrest Temple: The Obsidian Sanctum,Wrath of the Lich King,Northrend,65,RAID
4722,Crusaders' Coliseum: Trial of the Crusader,Wrath of the Lich King,Northrend,210,RAID
4812,Icecrown Citadel,Wrath of the Lich King,Northrend,210,RAID
4987,Wyrmrest Temple: The Ruby Sanctum,Wrath of the Lich King,Northrend,65,RAID
4714,Gilneas,Cataclysm,Eastern Kingdoms,0,ZONE
4755,Gilneas City,Cataclysm,Eastern Kingdoms,0,ZONE
4706,Ruins of Gilneas,Cataclysm,Eastern Kingdoms,0,ZONE
4922,Twilight Highlands,Cataclysm,Eastern Kingdoms,0,ZONE
5146,Vashj'ir,Cataclysm,Eastern Kingdoms,0,ZONE
5145,Vashj'ir: Abyssal Depths,Cataclysm,Eastern Kingdoms,0,ZONE
4815,Vashj'ir: Kelp'thar Forest,Cataclysm,Eastern Kingdoms,0,ZONE
5144,Vashj'ir: Shimmering Expanse,Cataclysm,Eastern Kingdoms,0,ZONE
5695,Ahn'Qiraj: The Fallen Kingdom,World of Warcraft,Kalimdor,0,ZONE
5733,Molten Front,Cataclysm,Kalimdor,0,ZONE
616,Mount Hyjal,Cataclysm,Kalimdor,0,ZONE
5034,Uldum,Cataclysm,Kalimdor,0,ZONE
5861,Darkmoon Island,Cataclysm,The Maelstrom,0,ZONE
5042,Deepholm,Cataclysm,The Maelstrom,0,ZONE
4737,Kezan,Cataclysm,The Maelstrom,0,ZONE
4720,The Lost Isles,Cataclysm,The Maelstrom,0,ZONE
5416,The Maelstrom,Cataclysm,The Maelstrom,0,ZONE
5095,Tol Barad,Cataclysm,The Maelstrom,0,ZONE
5389,Tol Barad Peninsula,Cataclysm,The Maelstrom,0,ZONE
5449,The Battle for Gilneas,Cataclysm,Eastern Kingdoms,0,BATTLEGROUND
5031,Twin Peaks,Cataclysm,Eastern Kingdoms,0,BATTLEGROUND
5004,Abyssal Maw: Throne of the Tides,Cataclysm,Eastern Kingdoms,5145,DUNGEON
4926,Blackrock Caverns,Cataclysm,Eastern Kingdoms,46,DUNGEON
5789,End Time,Cataclysm,Kalimdor,440,DUNGEON
4950,Grim Batol,Cataclysm,Eastern Kingdoms,4922,DUNGEON
4945,Halls of Origination,Cataclysm,Kalimdor,5034,DUNGEON
5844,Hour of Twilight,Cataclysm,Kalimdor,440,DUNGEON
5396,Lost City of the Tol'vir,Cataclysm,Kalimdor,5034,DUNGEON
5088,The Stonecore,Cataclysm,The Maelstrom,5042,DUNGEON
5035,The Vortex Pinnacle,Cataclysm,Kalimdor,5034,DUNGEON
5788,Well of Eternity,Cataclysm,Kalimdor,440,DUNGEON
3805,Zul'Aman,Cataclysm,Eastern Kingdoms,3433,DUNGEON
1977,Zul'Gurub,Cataclysm,Eastern Kingdoms,33,DUNGEON
5600,Baradin Hold,Cataclysm,The Maelstrom,5095,RAID
5094,Blackwing Descent,Cataclysm,Eastern Kingdoms,46,RAID
5892,Dragon Soul,Cataclysm,Kalimdor,440,RAID
5723,Firelands,Cataclysm,Kalimdor,616,RAID
5334,The Bastion of Twilight,Cataclysm,Eastern Kingdoms,4922,RAID
5638,Throne of the Four Winds,Cataclysm,Kalimdor,5034,RAID
6298,Brawl'gar Arena,Mists of Pandaria,Kalimdor,0,ZONE
6176,Coldridge Valley,World of Warcraft,Eastern Kingdoms,0,ZONE
6454,Deathknell,World of Warcraft,Eastern Kingdoms,0,ZONE
6457,New Tinkertown,Cataclysm,Eastern Kingdoms,0,ZONE
6170,Northshire,World of Warcraft,Eastern Kingdoms,0,ZONE
6455,Sunstrider Isle,The Burning Crusade,Eastern Kingdoms,0,ZONE
6456,Ammen Vale,The Burning Crusade,Kalimdor,0,ZONE
6452,Camp Narache,World of Warcraft,Kalimdor,0,ZONE
6453,Echo Isles,Cataclysm,Kalimdor,0,ZONE
6450,Shadowglen,World of Warcraft,Kalimdor,0,ZONE
6451,Valley of Trials,World of Warcraft,Kalimdor,0,ZONE
5736,The Wandering Isle,Mists of Pandaria,The Maelstrom,0,ZONE
6138,Dread Wastes,Mists of Pandaria,Pandaria,0,ZONE
6661,Isle of Giants,Mists of Pandaria,Pandaria,0,ZONE
6507,Isle of Thunder,Mists of Pandaria,Pandaria,0,ZONE
6134,Krasarang Wilds,Mists of Pandaria,Pandaria,0,ZONE
5841,Kun-Lai Summit,Mists of Pandaria,Pandaria,0,ZONE
6142,Shrine of Seven Stars,Mists of Pandaria,Pandaria,0,ZONE
5785,The Jade Forest,Mists of Pandaria,Pandaria,0,ZONE
6611,The Situation in Dalaran,Mists of Pandaria,Pandaria,0,ZONE
6006,The Veiled Stair,Mists of Pandaria,Pandaria,0,ZONE
6757,Timeless Isle,Mists of Pandaria,Pandaria,0,ZONE
5842,Townlong Steppes,Mists of Pandaria,Pandaria,0,ZONE
5840,Vale of Eternal Blossoms,Mists of Pandaria,Pandaria,0,ZONE
5805,Valley of the Four Winds,Mists of Pandaria,Pandaria,0,ZONE
6665,Deepwind Gorge,Mists of Pandaria,Pandaria,0,BATTLEGROUND
6126,Silvershard Mines,Mists of Pandaria,Eastern Kingdoms,0,BATTLEGROUND
6051,Temple of Kotmogu,Mists of Pandaria,Pandaria,0,BATTLEGROUND
5976,Gate of the Setting Sun,Mists of Pandaria,Pandaria,5840,DUNGEON
6182,Mogu'shan Palace,Mists of Pandaria,Pandaria,5840,DUNGEON
6052,Scarlet Halls,Mists of Pandaria,Eastern Kingdoms,85,DUNGEON
6109,Scarlet Monastery,Mists of Pandaria,Eastern Kingdoms,85,DUNGEON
6066,Scholomance,Mists of Pandaria,Eastern Kingdoms,28,DUNGEON
5918,Shado-Pan Monastery,Mists of Pandaria,Pandaria,5841,DUNGEON
6214,Siege of Niuzao Temple,Mists of Pandaria,Pandaria,5842,DUNGEON
5963,Stormstout Brewery,Mists of Pandaria,Pandaria,5805,DUNGEON
5956,Temple of the Jade Serpent,Mists of Pandaria,Pandaria,5785,DUNGEON
6732,The Tiger's Peak,Mists of Pandaria,Pandaria,0,UNKNOWN
6296,Tol'viron Arena,Mists of Pandaria,Kalimdor,0,UNKNOWN
6297,Heart of Fear,Mists of Pandaria,Pandaria,6138,RAID
6125,Mogu'shan Vaults,Mists of Pandaria,Pandaria,5841,RAID
6738,Siege of Orgrimmar,Mists of Pandaria,Pandaria,5840,RAID
6067,Terrace of Endless Spring,Mists of Pandaria,Pandaria,6006,RAID
6622,Throne of Thunder,Mists of Pandaria,Pandaria,6507,RAID
6101,A Brewing Storm,Mists of Pandaria,Pandaria,0,SCENARIO
6616,A Little Patience,Mists of Pandaria,Pandaria,0,SCENARIO
6219,Arena of Annihilation,Mists of Pandaria,Pandaria,0,SCENARIO
6328,Assault on Zan'vess,Mists of Pandaria,Pandaria,0,SCENARIO
6567,Battle on the High Seas,Mists of Pandaria,Pandaria,0,SCENARIO
6678,Blood in the Snow,Mists of Pandaria,Pandaria,0,SCENARIO
6426,Brewmoon Festival,Mists of Pandaria,Pandaria,0,SCENARIO
6771,Celestial Tournament,Mists of Pandaria,Pandaria,0,SCENARIO
6208,Crypt of Forgotten Kings,Mists of Pandaria,Pandaria,0,SCENARIO
6565,Dagger in the Dark,Mists of Pandaria,Pandaria,0,SCENARIO
6733,Dark Heart of Pandaria,Mists of Pandaria,Pandaria,0,SCENARIO
6615,Domination Point,Mists of Pandaria,Pandaria,0,SCENARIO
6677,Fall of Shan Bu,Mists of Pandaria,Pandaria,0,SCENARIO
6209,Greenstone Village,Mists of Pandaria,Pandaria,0,SCENARIO
6575,Lion's Landing,Mists of Pandaria,Pandaria,0,SCENARIO
6419,Peak of Serenity,Mists of Pandaria,Pandaria,0,SCENARIO
6852,Proving Grounds,Mists of Pandaria,Pandaria,0,SCENARIO
6613,Pursuing the Black Harvest,Mists of Pandaria,Pandaria,0,SCENARIO
6666,Stormsea Landing,Mists of Pandaria,Pandaria,0,SCENARIO
6863,The Secret Ingredient,Mists of Pandaria,Pandaria,0,SCENARIO
6731,The Secrets of Ragefire,Mists of Pandaria,Pandaria,0,SCENARIO
6675,The Thunder Forge,Mists of Pandaria,Pandaria,0,SCENARIO
6500,Theramore's Fall (A),Mists of Pandaria,Pandaria,0,SCENARIO
6040,Theramore's Fall (H),Mists of Pandaria,Pandaria,0,SCENARIO
6673,To the Skies,Mists of Pandaria,Pandaria,0,SCENARIO
6716,Troves of the Thunder King,Mists of Pandaria,Pandaria,0,SCENARIO
6309,Unga Ingoo,Mists of Pandaria,Pandaria,0,SCENARIO
7025,Tanaan Jungle,Warlords of Draenor,Draenor,0,ZONE
6941,Ashran,Warlords of Draenor,Draenor,0,ZONE
7083,Defense of Karabor,Warlords of Draenor,Draenor,0,ZONE
6756,Faralohn,Warlords of Draenor,Draenor,0,ZONE
6720,Frostfire Ridge,Warlords of Draenor,Draenor,0,ZONE
7004,Frostwall,Warlords of Draenor,Draenor,0,ZONE
6721,Gorgrond,Warlords of Draenor,Draenor,0,ZONE
7078,Lunarfall,Warlords of Draenor,Draenor,0,ZONE
6755,Nagrand,Warlords of Draenor,Draenor,0,ZONE
6719,Shadowmoon Valley,Warlords of Draenor,Draenor,0,ZONE
6980,Shattrath City,Warlords of Draenor,Draenor,0,ZONE
6722,Spires of Arak,Warlords of Draenor,Draenor,0,ZONE
7332,Stormshield,Warlords of Draenor,Draenor,0,ZONE
6662,Talador,Warlords of Draenor,Draenor,0,ZONE
7333,Warspear,Warlords of Draenor,Draenor,0,ZONE
7107,Tarren Mill vs Southshore,Warlords of Draenor,Eastern Kingdoms,0,BATTLEGROUND
6912,Auchindoun,Warlords of Draenor,Draenor,6662,DUNGEON
6874,Bloodmaul Slag Mines,Warlords of Draenor,Draenor,6720,DUNGEON
6984,Grimrail Depot,Warlords of Draenor,Draenor,6721,DUNGEON
6951,Iron Docks,Warlords of Draenor,Draenor,6721,DUNGEON
6932,Shadowmoon Burial Grounds,Warlords of Draenor,Draenor,6719,DUNGEON
6988,Skyreach,Warlords of Draenor,Draenor,6722,DUNGEON
7109,The Everbloom,Warlords of Draenor,Draenor,6721,DUNGEON
7307,Upper Blackrock Spire,Warlords of Draenor,Eastern Kingdoms,0,DUNGEON
6967,Blackrock Foundry,Warlords of Draenor,Draenor,6721,RAID
6996,Highmaul,Warlords of Draenor,Draenor,0,RAID
7519,Edge of Reality,Warlords of Draenor,Draenor,0,SCENARIO
6960,The Battle of Thunder Pass,Warlords of Draenor,Draenor,0,SCENARIO
7462,The Coliseum,Warlords of Draenor,Draenor,0,SCENARIO
6851,The Purge of Grommar,Warlords of Draenor,Draenor,0,SCENARIO
7381,The Trial of Faith,Warlords of Draenor,Draenor,0,SCENARIO
